sentence_id,question,Keziah,Kathryn,Karim,Keziah reason,Kathryn reason,Karim reason,article_id,model,dataset,human_salience
4,What is the significance of the box overflowing with keyboards and wires in the scrap yard?,3.0,3,3,Does not increase my personal understanding of the article.,"It seems that sentence 4 is just describing the setting, so I don't believe there is any interesting signifigance to the box, so I don't find this question useful. ","Odd question, this is just environmental set up, this goes into extraneous detail",4,chatgpt,inquisitive,3.0
4,Who is responsible for collecting and storing these keyboards and wires in the box?,3.0,3,3,Does not increase my personal understanding of the article.,"This question is relevant, but I'm not interested in who put the box of wires and keyboards in the scrap yard. ","Out of scope, extraneous details about new object introduced",4,chatgpt,inquisitive,3.0
4,Are the keyboards and wires in the box still functional or are they considered obsolete?,3.0,3,2,Does not increase my personal understanding of the article.,"Since the box is in a scrapyard, it is reasonable to assume the items inside don't work, but I'm not particularly interested either way. ","Sentence 3 tells us they are in a scrap-yard and water-logged, so no",4,chatgpt,inquisitive,2.6666666666666665
4,How did the keyboards and wires end up in the scrap yard? Were they discarded by individuals or businesses?,0.0,0,0,Two questions?,"This question is relevant to sentence 4, but I don't think it is important to the article. ","Technically 2 questions, but they  could be one and don't interfere with one another. I would mark as a 3 for extraneous details otherwise",4,chatgpt,inquisitive,0.0
4,"Is there a specific reason why the box is overflowing with keyboards and wires, or is it simply a result of accumulation over time?",3.0,2,3,Does not increase my personal understanding of the article.,"The question doesn't make much sense, as the reason the box is overflowing is that there is a lot of stuff into it. There's nothing to suggest there would be another reason. ",Extraneous detail,4,chatgpt,inquisitive,2.6666666666666665
7,How many boxes were there in total with the blue NASA logo sticker?,3.0,3,3,Does not increase my personal understanding of the article.,"This question is relevant to sentence 7, but otherwise superfluous and would add nothing to my understanding of the article.",Extraneous detail,4,chatgpt,inquisitive,3.0
7,What is the significance of the blue NASA logo on the boxes?,4.0,4,4,This question could provide some context to what is happening.,This question could help add context to why the article is focused on an otherwise uninteresting scrapyard.,"Could expand on item introduced, instead of just ""bc its from NASA""",4,chatgpt,inquisitive,4.0
7,What items or equipment were stored inside the boxes with the NASA logo?,3.0,3,3,Does not increase my personal understanding of the article.,"The question isn't particularly interesting, as the only necessary information about the boxes, is that they used to belong to NASA.",Extraneous detail,4,chatgpt,inquisitive,3.0
7,Who placed the blue NASA logo stickers on the boxes?,3.0,2,3,Does not increase my personal understanding of the article.,"It can be assumed that NASA put the stickers on the boxes, and  any details isn't necessary to understand the article. ",Definetely out of scope,4,chatgpt,inquisitive,2.6666666666666665
7,Why were the boxes left in a scrap yard instead of being stored or utilized elsewhere?,3.0,3,3,Does not increase my personal understanding of the article.,"SInce the setting is a scrapyard, it is reasonable to assume the boxes there were discraded as trash, but the details of why aren't interesting to me. ",Extraneous detail,4,chatgpt,inquisitive,3.0
10,How heavy are the escape baskets?,3.0,2,3,Does not increase my personal understanding of the article.,"Sentence 10 explains that it took 4 men to move the baskets, so it can be assumed they are heavy, and the exact weight isn't necessary to understand the article. ",Extraneous detail,4,chatgpt,inquisitive,2.6666666666666665
10,What materials are the escape baskets made of?,3.0,3,3,Does not increase my personal understanding of the article.,"I don't find this question interesting, since I can guess that the buckets were made out of metal or similar sturdy material. ",Extraneous detail,4,chatgpt,inquisitive,3.0
